Compound_ID,Compound_Name,Plant_Name,Common_Name,Plant_Family,Plant_Part,Country_of_Use,PubChem_CID,Canonical_SMILES,InChIKey,Molecular_Formula,Molecular_Weight,LogP,HBD,HBA,TPSA,Rotatable_Bonds,Lipinski_Violations,Lipinski_Status,Reported_Activity,Assay_Target,Source_DOI_or_URL,Reference_Year,Compound_Class,Compound_Superclass,Data_Source,Notes,Validation_Status,Fraction_CSP3,Ring_Count,Aromatic_Ring_Count,Heavy_Atom_Count,Molar_Refractivity,QED_Score,Veber_Status,Ghose_Violations,Ghose_Status
AFRO-0129,Cyanidin 4'-O-beta-glucoside,Allium cepa,Onion,Amaryllidaceae,Whole plant,Kenya,5316221,OCC1OC(Oc2ccc(-c3[o+]c4cc(O)cc(O)c4cc3O)cc2O)C(O)C(O)C1O,CSNMEDJMOXSNRZ-UHFFFAOYSA-O,C21H21O11+,449.388,0.382,8,10,191.6,4,1,Pass,Antidiabetic,Free radicals,10.3390/molecules28207202,2023,Anthocyanin,Flavonoid,Isolation (Extraction),Pigment constituent.,Verified,0.285714,4,3,32,107.1114,0.25687,Fail,0,Pass
AFRO-0130,Isoalliin,Allium cepa,Onion,Amaryllidaceae,Whole plant,Kenya,118989467,CC=CS(=O)CC(N)C(=O)O,OKYHUOHBRKWCQJ-UHFFFAOYSA-N,C6H11NO3S,177.225,-0.3194,2,3,80.39,4,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Organosulfur,Organosulfur Compound,Isolation (Extraction),Sulfur-containing compound.,Verified,0.5,0,0,11,43.4346,0.616416,Pass,1,Fail
AFRO-0131,N-(gamma-glutamyl)-S-methyl-L-cysteine,Allium cepa,Onion,Amaryllidaceae,Whole plant,Kenya,13894650,CSCC(NC(=O)CCC(N)C(=O)O)C(=O)O,UPCDLBPYWXOCOK-UHFFFAOYSA-N,C9H16N2O5S,264.303,-0.8891,4,5,129.72,8,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Dipeptide / Amino acid derivative,Amino Acid Derivative,Isolation (Extraction),Sulfur precursor.,Verified,0.666667,0,0,17,62.7937,0.447183,Pass,2,Fail
AFRO-0132,Laccaic acid D,Aloe secundiflora,Aloe,Asphodelaceae,Roots,Kenya,9883304,Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)cc(O)cc1C2=O,DDTNCHWMNZLWKO-UHFFFAOYSA-N,C16H10O7,314.249,1.5854,4,6,132.13,1,0,Pass,Antidiabetic / Antioxidant,Metabolic targets,10.3390/molecules28207202,2023,Anthraquinone,Quinone,Isolation (Extraction),Anthraquinone pigment.,Verified,0.0625,3,2,23,76.4397,0.535803,Pass,0,Pass
AFRO-0133,"3-Methoxy-2-methylnaphthalene-1,4-dione",Aloe secundiflora,Aloe,Asphodelaceae,Roots,Kenya,79441,COC1=C(C)C(=O)c2ccccc2C1=O,CNZJAOOYWYLTEC-UHFFFAOYSA-N,C12H10O3,202.209,1.986,0,3,43.37,1,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Naphthoquinone,Quinone,Isolation (Extraction),Root isolate.,Verified,0.166667,2,1,15,54.812,0.698974,Pass,1,Fail
AFRO-0134,Chrysophanol,Aloe secundiflora,Aloe,Asphodelaceae,Roots,Kenya,10208,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,LQGUBLBATBMXHT-UHFFFAOYSA-N,C15H10O4,254.241,2.1816,2,4,74.6,0,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Anthraquinone,Quinone,Isolation (Extraction),Active anthraquinone.,Verified,0.066667,3,2,19,67.8156,0.644448,Pass,1,Fail
AFRO-0135,Helminthosporin,Aloe secundiflora,Aloe,Asphodelaceae,Roots,Kenya,97560,Cc1cc(O)c2c(c1)C(=O)c1c(O)ccc(O)c1C2=O,YOOXNSPYGCZLAX-UHFFFAOYSA-N,C15H10O5,270.24,1.8872,3,5,94.83,0,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Anthraquinone,Quinone,Isolation (Extraction),Root isolate.,Verified,0.066667,3,2,20,69.4804,0.542095,Pass,0,Pass
AFRO-0136,Aloesaponarin I,Aloe secundiflora,Aloe,Asphodelaceae,Roots,Kenya,11098986,COC(=O)c1c(O)cc2c(c1C)C(=O)c1c(O)cccc1C2=O,OWMIPWWYWUGBCG-UHFFFAOYSA-N,C17H12O6,312.277,1.9682,2,6,100.9,1,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Anthraquinone,Quinone,Isolation (Extraction),Root isolate.,Verified,0.117647,3,2,23,79.1551,0.666209,Pass,0,Pass
AFRO-0137,Aloesaponarin II,Aloe secundiflora,Aloe,Asphodelaceae,Roots,Kenya,3085033,Cc1cc(O)cc2c1C(=O)c1c(O)cccc1C2=O,BXWJOXJOMFDQNV-UHFFFAOYSA-N,C15H10O4,254.241,2.1816,2,4,74.6,0,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Anthraquinone,Quinone,Isolation (Extraction),Root isolate.,Verified,0.066667,3,2,19,67.8156,0.644448,Pass,1,Fail
AFRO-0138,Asphodelin,Aloe secundiflora,Aloe,Asphodelaceae,Roots,Kenya,182665,Cc1cc(O)c2c(c1)C(=O)c1ccc(-c3c(C)cc(O)c4c3C(=O)c3cccc(O)c3C4=O)c(O)c1C2=O,BXWGUDGILDGCGB-UHFFFAOYSA-N,C30H18O8,506.466,4.3436,4,8,149.2,1,1,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Bianthraquinoid,Quinone,Isolation (Extraction),Dimeric anthraquinone.,Verified,0.066667,6,4,38,134.6252,0.257257,Fail,2,Fail
AFRO-0139,Hydroxyacetophenone,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,7469,CC(=O)c1ccc(O)cc1,TXFPEBPIARQUIG-UHFFFAOYSA-N,C8H8O2,136.15,1.5948,1,2,37.3,1,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Phenone,Miscellaneous,Isolation (Extraction),Isolated from C. edulis.,Verified,0.125,1,1,10,38.1113,0.595108,Pass,3,Fail
AFRO-0140,Catalponol,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,169570,CC(C)=CCC1CC(O)c2ccccc2C1=O,BTQXIESSQVRLCV-UHFFFAOYSA-N,C15H18O2,230.307,3.2789,1,2,37.3,2,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Iridoid,Terpenoid,Isolation (Extraction),Root isolate.,Verified,0.4,2,1,17,67.8873,0.791555,Pass,1,Fail
AFRO-0141,Carissone,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,11770473,CC1=C2CC(C(C)(C)O)CCC2(C)CCC1=O,ZWSWPQHKDLDIDL-UHFFFAOYSA-N,C15H24O2,236.355,3.2431,1,2,37.3,1,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Eudesmane sesquiterpene,Terpenoid,Isolation (Extraction),Bioactive sesquiterpene.,Verified,0.8,2,0,17,68.6868,0.75855,Pass,1,Fail
AFRO-0142,Coniferaldehyde,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,5280536,COc1cc(C=CC=O)ccc1O,DKZBBWMURDFHNE-UHFFFAOYSA-N,C10H10O3,178.187,1.6129,1,3,46.53,3,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Phenylpropanoid,Phenylpropanoid,Isolation (Extraction),Phenolic isolate.,Verified,0.1,1,1,13,49.7568,0.56465,Pass,1,Fail
AFRO-0143,(-)-Nortrachelogenin,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,394846,COc1cc(CC2COC(=O)C2(O)Cc2ccc(O)c(OC)c2)ccc1O,ZITBJWXLODLDRH-UHFFFAOYSA-N,C20H22O7,374.389,1.8043,3,7,105.45,6,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Lignan,Phenylpropanoid,Isolation (Extraction),Lignan isolate.,Verified,0.35,3,2,27,96.1244,0.662294,Pass,0,Pass
AFRO-0144,Scopoletin,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,5280460,COc1cc2ccc(=O)oc2cc1O,RODXRVNMMDRFIK-UHFFFAOYSA-N,C10H8O4,192.17,1.5072,1,4,59.67,1,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Coumarin,Phenylpropanoid,Isolation (Extraction),Bioactive coumarin.,Verified,0.1,2,2,14,50.7008,0.695448,Pass,1,Fail
AFRO-0145,Isofraxidin,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,5318565,COc1cc2ccc(=O)oc2c(OC)c1O,HOEVRHHMDJKUMZ-UHFFFAOYSA-N,C11H10O5,222.196,1.5158,1,5,68.9,2,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Coumarin,Phenylpropanoid,Isolation (Extraction),Bioactive coumarin.,Verified,0.181818,2,2,16,57.2528,0.779863,Pass,1,Fail
AFRO-0146,(+)-Lariciresinol,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,332427,COc1cc(CC2COC(c3ccc(O)c(OC)c3)C2CO)ccc1O,MHXCIKYXNYCMHY-UHFFFAOYSA-N,C20H24O6,360.406,2.6537,3,6,88.38,6,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Lignan,Phenylpropanoid,Isolation (Extraction),Lignan isolate.,Verified,0.4,3,2,26,95.7804,0.733984,Pass,0,Pass
AFRO-0147,Carissanol,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,340931,COc1cc(CC2COC(O)C2(O)Cc2ccc(O)c(OC)c2)ccc1O,LHQJDCXEZZAFKD-UHFFFAOYSA-N,C20H24O7,376.405,1.5961,4,7,108.61,6,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Lignan,Phenylpropanoid,Isolation (Extraction),Lignan isolate.,Verified,0.4,3,2,27,97.1242,0.606281,Pass,0,Pass
AFRO-0148,Carinol,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,586373,COc1cc(CC(CO)C(O)(CO)Cc2ccc(O)c(OC)c2)ccc1O,INPPVVSEQRZCLJ-UHFFFAOYSA-N,C20H26O7,378.421,1.2321,5,7,119.61,9,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Lignan,Phenylpropanoid,Isolation (Extraction),Lignan isolate.,Verified,0.4,2,2,27,99.337,0.445153,Pass,0,Pass
AFRO-0149,Lupeol,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,259846,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,MQYXUWHLBZFQQO-UHFFFAOYSA-N,C30H50O,426.729,8.0248,1,1,20.23,1,1,Pass,Antidiabetic / Cytotoxic,Metabolic pathways,10.3390/molecules28207202,2023,Pentacyclic triterpenoid,Terpenoid,Isolation (Extraction),Bioactive triterpene.,Verified,0.933333,5,0,31,130.6498,0.420722,Pass,2,Fail
AFRO-0150,Oleuropein,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,5281544,CC=C1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCCc1ccc(O)c(O)c1,RFWGABANNQMHMZ-UHFFFAOYSA-N,C25H32O13,540.518,-0.6342,6,13,201.67,9,3,Fail,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Secoiridoid glucoside,Terpenoid,Isolation (Extraction),Bioactive glycoside.,Verified,0.52,3,1,38,126.1228,0.131366,Fail,2,Fail
AFRO-0151,Rhamnetin-3-O-β-D-glucopyranoside,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,14704553,COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1,PHEWILLIAJUBQE-UHFFFAOYSA-N,C22H22O12,478.406,-0.2359,7,12,199.51,5,2,Fail,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Flavonoid glycoside,Flavonoid,Isolation (Extraction),Flavonol glycoside.,Verified,0.318182,4,3,34,113.8616,0.2379,Fail,0,Pass
AFRO-0152,Isorhamnetin-3-O-β-D-glucopyranoside,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,5318645,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O,CQLRUIIRRZYHHS-UHFFFAOYSA-N,C22H22O12,478.406,-0.2359,7,12,199.51,5,2,Fail,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Flavonoid glycoside,Flavonoid,Isolation (Extraction),Flavonol glycoside.,Verified,0.318182,4,3,34,113.8616,0.254313,Fail,0,Pass
AFRO-0153,(+)-Butyl-O-α-L-rhamnoside,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,13059942,CCCCOC1OC(C)C(O)C(O)C1O,SMKNLYABELUZSL-UHFFFAOYSA-N,C10H20O5,220.265,-0.3694,3,5,79.15,4,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Glycoside,Glycoside,Isolation (Extraction),Glycosidic derivative.,Verified,1.0,1,0,15,53.2154,0.56335,Pass,1,Fail
AFRO-0154,Peonidin-3-rutinoside,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,90470731,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)ccc1O,ONQVTPMFYSRRLL-UHFFFAOYSA-O,C28H33O15+,609.557,-0.4632,9,14,239.52,7,3,Fail,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Anthocyanin,Flavonoid,Isolation (Extraction),Fruit anthocyanin.,Verified,0.464286,5,3,43,143.2202,0.153993,Fail,3,Fail
AFRO-0155,Guaiacylglycerol,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,14579,COc1cc(C(O)C(O)CO)ccc1O,LSKFUSLVUZISST-UHFFFAOYSA-N,C10H14O5,214.217,-0.2126,4,5,90.15,4,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Phenylpropanoid,Phenylpropanoid,Isolation (Extraction),Root bark isolate.,Verified,0.4,1,1,15,52.7112,0.556407,Pass,1,Fail
AFRO-0156,1-(1-Hydroxyethyl)-2-(6-(1-hydroxyethyl)phenoxy)benzene,Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,18508382,CC(O)c1ccccc1Oc1ccccc1C(C)O,MHLAWJQCXFMYLA-UHFFFAOYSA-N,C16H18O3,258.317,3.5855,2,3,49.69,4,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Diphenyl ether,Miscellaneous,Isolation (Extraction),Root bark isolate.,Verified,0.25,2,2,19,74.2256,0.880775,Pass,1,Fail
AFRO-0157,"3,4-Dimethoxyphenyl-2-O-β-D-apiofuranosyl-(1→2)-β-D-glucopyranoside",Carissa edulis,Natal plum,Apocynaceae,"Roots, fruits, leaves",Kenya,163040208,COc1ccc(OC2OC(CO)C(O)C(O)C2OC2OCC(O)(CO)C2O)cc1OC,RUTRSEVLUYAPSN-UHFFFAOYSA-N,C19H28O12,448.421,-2.6526,6,12,176.76,8,2,Fail,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Phenolic glycoside,Phenolic Compound,Isolation (Extraction),Root bark isolate.,Verified,0.684211,3,1,31,100.5898,0.243797,Fail,1,Fail
AFRO-0158,Dovyalicin E,Dovyalis abyssinica,African apricot,Salicaceae,"Leaves, twigs, roots",Kenya,16086546,O=C(NCCCCN1CCCNC(c2ccccc2)CC1=O)c1ccccc1,XMSVRBIVBUEBCF-UHFFFAOYSA-N,C23H29N3O2,379.504,3.1499,2,3,61.44,7,0,Pass,Antidiabetic,Cellular targets,10.3390/molecules28207202,2023,Spermidine alkaloid,Alkaloid,Isolation (Extraction),Leaf and twig alkaloid.,Verified,0.391304,3,2,28,111.0089,0.726736,Pass,0,Pass
AFRO-0159,N-(4-Benzoylaminobutyl)-N-(3-dimethylaminopropyl)-3-phenylpropenamide,Dovyalis abyssinica,African apricot,Salicaceae,"Leaves, twigs, roots",Kenya,16086548,CN(C)CCCN(CCCCNC(=O)c1ccccc1)C(=O)C=Cc1ccccc1,VMZGZQGCIBFDJR-UHFFFAOYSA-N,C25H33N3O2,407.558,3.6903,1,3,52.65,12,0,Pass,Antidiabetic,Cellular targets,10.3390/molecules28207202,2023,Spermidine alkaloid,Alkaloid,Isolation (Extraction),Alkaloid isolate.,Verified,0.36,2,2,30,123.2362,0.431246,Fail,0,Pass
AFRO-0160,Methyl 1-hydroxy-6-oxocyclohex-2-enecarboxylate,Dovyalis abyssinica,African apricot,Salicaceae,"Leaves, twigs, roots",Kenya,23649674,COC(=O)C1(O)C=CCCC1=O,IJZJQOKHINBQCY-UHFFFAOYSA-N,C8H10O4,170.164,-0.1904,1,4,63.6,1,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Cyclohexene derivative,Terpenoid,Isolation (Extraction),Plant isolate.,Verified,0.5,1,0,12,40.3468,0.336325,Pass,1,Fail
AFRO-0161,4-Hydroxy-2-(1-hydroxy-6-oxocyclohex-2-enecarbonyloxymethyl)phenyl 2-O-benzoyl-α-D-glucopyranoside,Dovyalis abyssinica,African apricot,Salicaceae,"Leaves, twigs, roots",Kenya,73238325,O=C(OC1C(Oc2ccc(O)cc2COC(=O)C2(O)C=CCCC2=O)OC(CO)C(O)C1O)c1ccccc1,MDHRUEIHSUOCAT-UHFFFAOYSA-N,C27H28O12,544.509,0.129,5,12,189.28,8,2,Fail,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Phenolic glucoside,Phenolic Compound,Isolation (Extraction),Plant isolate.,Verified,0.37037,4,2,39,130.2675,0.171841,Fail,2,Fail
AFRO-0162,Benzoic acid,Dovyalis abyssinica,African apricot,Salicaceae,"Leaves, twigs, roots",Kenya,243,O=C(O)c1ccccc1,WPYMKLBDIGXBTP-UHFFFAOYSA-N,C7H6O2,122.123,1.3848,1,1,37.3,1,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Aromatic carboxylic acid,Phenolic Compound,Isolation (Extraction),Plant isolate.,Verified,0.0,1,1,9,33.4013,0.610604,Pass,3,Fail
AFRO-0163,Tremulacin,Dovyalis abyssinica,African apricot,Salicaceae,"Leaves, twigs, roots",Kenya,442544,O=C(OC1C(Oc2ccccc2COC(=O)C2(O)C=CCCC2=O)OC(CO)C(O)C1O)c1ccccc1,RCKCYCDBDYUIGM-UHFFFAOYSA-N,C27H28O11,528.51,0.4234,4,11,169.05,8,2,Fail,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Phenolic glucoside,Phenolic Compound,Isolation (Extraction),Bioactive glucoside.,Verified,0.37037,4,2,38,128.6027,0.212833,Fail,1,Fail
AFRO-0164,Betulinic acid,Dovyalis abyssinica,African apricot,Salicaceae,"Leaves, twigs, roots",Kenya,64971,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,QGJZLNKBHJESQX-UHFFFAOYSA-N,C30H48O3,456.711,7.0895,2,2,57.53,2,1,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Lupane triterpenoid,Terpenoid,Isolation (Extraction),Active triterpene.,Verified,0.9,5,0,33,132.6116,0.436098,Pass,2,Fail
AFRO-0165,Dihydrooroxylin A,Dracaena steudneri,Dragon tree,Asparagaceae,"Leaves, fruits",Kenya,177032,COc1c(O)cc2c(c1O)C(=O)CC(c1ccccc1)O2,QUAPPCXFYKSDSV-UHFFFAOYSA-N,C16H14O5,286.283,2.8129,2,5,75.99,2,0,Pass,Inhibition of proinflammatory cytokines,Proinflammatory cytokines,10.3390/molecules28207202,2023,Flavanone,Flavonoid,Isolation (Extraction),Leaf isolate.,Verified,0.1875,3,2,21,75.0821,0.887434,Pass,0,Pass
AFRO-0166,7-Hydroxy-6-methoxyflavanone,Dracaena steudneri,Dragon tree,Asparagaceae,"Leaves, fruits",Kenya,86206540,COc1cc2c(cc1O)OC(c1ccccc1)CC2=O,WCXMGPNELNHROM-UHFFFAOYSA-N,C16H14O4,270.284,3.1073,1,4,55.76,2,0,Pass,Inhibition of proinflammatory cytokines,Proinflammatory cytokines,10.3390/molecules28207202,2023,Flavanone,Flavonoid,Isolation (Extraction),Leaf isolate.,Verified,0.1875,3,2,20,73.4173,0.910594,Pass,0,Pass
AFRO-0167,"4',5,7-Trihydroxy-6-methylflavanone",Dracaena steudneri,Dragon tree,Asparagaceae,"Leaves, fruits",Kenya,301798,Cc1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,SLFZBNOERHGNMI-UHFFFAOYSA-N,C16H14O5,286.283,2.8183,3,5,86.99,1,0,Pass,Inhibition of proinflammatory cytokines,Proinflammatory cytokines,10.3390/molecules28207202,2023,Flavanone,Flavonoid,Isolation (Extraction),Leaf isolate.,Verified,0.1875,3,2,21,74.9319,0.750031,Pass,0,Pass
AFRO-0168,Methylquercetin,Dracaena steudneri,Dragon tree,Asparagaceae,"Leaves, fruits",Kenya,5281679,Cc1c(O)cc2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1O,DTFXGVGIKNSCQQ-UHFFFAOYSA-N,C16H12O7,316.265,2.2964,5,7,131.36,1,0,Pass,Antidiabetic / Anti-inflammatory,Cytokines / Metabolic targets,10.3390/molecules28207202,2023,Flavonoid,Flavonoid,Isolation (Extraction),Leaf isolate.,Verified,0.0625,3,3,23,80.981,0.435133,Pass,0,Pass
AFRO-0169,"3,3'-Di-O-methylquercetin",Dracaena steudneri,Dragon tree,Asparagaceae,"Leaves, fruits",Kenya,5316900,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)ccc1O,FMEHGPQTMOPUGM-UHFFFAOYSA-N,C17H14O7,330.292,2.594,3,7,109.36,3,0,Pass,Antidiabetic / Cytotoxic,Cancer cell lines / Targets,10.3390/molecules28207202,2023,Flavonoid,Flavonoid,Isolation (Extraction),Bioactive seed isolate.,Verified,0.117647,3,3,24,86.0184,0.676862,Pass,0,Pass
AFRO-0170,Kaempferol-3-methyl ether,Dracaena steudneri,Dragon tree,Asparagaceae,"Leaves, fruits",Kenya,5280862,COc1c(-c2ccc(O)cc2)oc2cc(O)cc(O)c2c1=O,VJJZJBUCDWKPLC-UHFFFAOYSA-N,C16H12O6,300.266,2.5854,3,6,100.13,2,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Flavonoid,Flavonoid,Isolation (Extraction),Leaf isolate.,Verified,0.0625,3,3,22,79.4664,0.672311,Pass,0,Pass
AFRO-0171,Jaceidin,Dracaena steudneri,Dragon tree,Asparagaceae,"Leaves, fruits",Kenya,5464461,COc1cc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)ccc1O,XUWTZJRCCPNNJR-UHFFFAOYSA-N,C18H16O8,360.318,2.6026,3,8,118.59,4,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Flavone,Flavonoid,Isolation (Extraction),Leaf isolate.,Verified,0.166667,3,3,26,92.5704,0.649594,Pass,0,Pass
AFRO-0172,7-Hydroxy-6-methoxyflavone,Dracaena steudneri,Dragon tree,Asparagaceae,"Leaves, fruits",Kenya,14376438,COc1cc2c(=O)cc(-c3ccccc3)oc2cc1O,BJBKXYIIWYIZCX-UHFFFAOYSA-N,C16H12O4,268.268,3.1742,1,4,59.67,2,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Flavone,Flavonoid,Isolation (Extraction),Leaf isolate.,Verified,0.0625,3,3,20,76.1368,0.775103,Pass,0,Pass
AFRO-0173,"6,8-Dimethylchrysin",Dracaena steudneri,Dragon tree,Asparagaceae,"Leaves, fruits",Kenya,10401497,Cc1c(O)c(C)c2oc(-c3ccccc3)cc(=O)c2c1O,IHCSYRDYLHMMRU-UHFFFAOYSA-N,C17H14O4,282.295,3.488,2,4,70.67,1,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Flavone,Flavonoid,Isolation (Extraction),Leaf isolate.,Verified,0.117647,3,3,21,80.7236,0.716421,Pass,0,Pass
AFRO-0174,Strobochrysin,Dracaena steudneri,Dragon tree,Asparagaceae,"Leaves, fruits",Kenya,11536318,Cc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,XRJWLVUOUWIPHW-UHFFFAOYSA-N,C16H12O4,268.268,3.1796,2,4,70.67,1,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Flavanone,Flavonoid,Isolation (Extraction),Leaf isolate.,Verified,0.0625,3,3,20,75.9866,0.710721,Pass,0,Pass
AFRO-0175,"3,5,7-Trihydroxy-6-methylflavanone",Dracaena steudneri,Dragon tree,Asparagaceae,"Leaves, fruits",Kenya,129686572,Cc1c(O)cc2c(c1O)C(=O)C(O)C(c1ccccc1)O2,VAJGHLOBFXQACD-UHFFFAOYSA-N,C16H14O5,286.283,2.0835,3,5,86.99,1,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Flavanone,Flavonoid,Isolation (Extraction),Leaf isolate.,Verified,0.1875,3,2,21,74.6569,0.746858,Pass,0,Pass
AFRO-0176,"3,5,7-Trihydroxy-6-methoxyflavanone",Dracaena steudneri,Dragon tree,Asparagaceae,"Leaves, fruits",Kenya,12305752,COc1c(O)cc2c(c1O)C(=O)C(O)C(c1ccccc1)O2,HFDPLPWGKGPTJB-UHFFFAOYSA-N,C16H14O6,302.282,1.7837,3,6,96.22,2,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Flavanone,Flavonoid,Isolation (Extraction),Leaf isolate.,Verified,0.1875,3,2,22,76.4719,0.782335,Pass,0,Pass
AFRO-0177,"3,7-Dihydroxy-6-methoxyflavanone",Dracaena steudneri,Dragon tree,Asparagaceae,"Leaves, fruits",Kenya,129650648,COc1cc2c(cc1O)OC(c1ccccc1)C(O)C2=O,GUMFPOIJOXLCLA-UHFFFAOYSA-N,C16H14O5,286.283,2.0781,2,5,75.99,2,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Flavanone,Flavonoid,Isolation (Extraction),Leaf isolate.,Verified,0.1875,3,2,21,74.8071,0.883623,Pass,0,Pass
AFRO-0178,Kaempferol,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,5280863,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,IYRMWMYZSQPJKC-UHFFFAOYSA-N,C15H10O6,286.239,2.2824,4,6,111.13,1,0,Pass,"α-Amylase and α-Glucosidase inhibition, antidiabetic, antioxidant","Human Pancreatic α-Amylase, α-Glucosidase",10.1016/j.fbio.2023.102861,2023,Flavonoid (Flavonol),Flavonoid,Food Bioscience,Identified in C. papaya leaf extract via LC-MS; demonstrated high binding potential.,Verified,0.0,3,3,21,74.5792,0.545851,Pass,0,Pass
